State,Year,Coal_Consumption,CO2_Emissions,NatGas_Consumption,Nuclear_Consumption,Renewable_Consumption,Total_Energy_Consumption,Region,Dominant_Energy_Source
WI,2005,522521.0,14184.0,415583.0,103535.0,132991.0,1940762.0,Midwest,Coal
WI,2006,462732.0,12894.0,376559.0,127657.0,129100.0,1849964.0,Midwest,Coal
WI,2007,465083.0,16006.0,403947.0,135416.0,131294.0,1884986.0,Midwest,Coal
WI,2008,480712.0,19607.0,415109.0,127039.0,146254.0,1874261.0,Midwest,Coal
WI,2009,425941.0,20106.0,392485.0,132653.0,137931.0,1741700.0,Midwest,Coal
WI,2010,458442.0,22674.0,376627.0,138812.0,165741.0,1783684.0,Midwest,Coal
WI,2011,447370.0,20792.0,399247.0,120962.0,164772.0,1767437.0,Midwest,Coal
WI,2012,373281.0,20497.0,410305.0,149845.0,158804.0,1710104.0,Midwest,Natural Gas
WI,2013,454554.0,20875.0,454050.0,121994.0,166500.0,1804267.0,Midwest,Coal
WI,2014,417096.0,21993.0,479396.0,98807.0,169963.0,1852899.0,Midwest,Natural Gas
WI,2015,408189.0,22624.0,476969.0,104666.0,176655.0,1784733.0,Midwest,Natural Gas
WI,2016,357335.0,22562.0,501042.0,106173.0,174422.0,1765872.0,Midwest,Natural Gas
WI,2017,388614.0,22434.0,504808.0,100919.0,173139.0,1782370.0,Midwest,Natural Gas
WI,2018,362077.0,23129.0,565291.0,105900.0,179416.0,1861689.0,Midwest,Natural Gas
WI,2019,280108.0,23073.0,592529.0,104736.0,177141.0,1812444.0,Midwest,Natural Gas
WI,2020,249316.0,20481.0,571817.0,102071.0,146560.0,1660283.0,Midwest,Natural Gas
WI,2021,286760.0,22227.0,561076.0,103979.0,145936.0,1721207.0,Midwest,Natural Gas
WI,2022,232501.0,22718.0,622144.0,105285.0,150890.0,1762186.0,Midwest,Natural Gas
WI,2023,219995.0,22990.0,596761.0,101204.0,150965.0,1656177.0,Midwest,Natural Gas
WV,1997,937708.0,16.0,170349.0,0.0,9853.0,702526.0,South,Coal
WV,1998,978340.0,2.0,151873.0,0.0,8842.0,729892.0,South,Coal
WV,1999,993017.0,0.0,147675.0,0.0,8470.0,713456.0,South,Coal
WV,2000,977817.0,27.0,157926.0,0.0,9592.0,732445.0,South,Coal
WV,2001,866590.0,438.0,150543.0,0.0,8583.0,726547.0,South,Coal
WV,2002,993467.0,1083.0,155536.0,0.0,8968.0,751113.0,South,Coal
WV,2003,978415.0,1425.0,135367.0,0.0,11003.0,705288.0,South,Coal
WV,2004,937062.0,1530.0,129358.0,0.0,11011.0,728468.0,South,Coal
WV,2005,959657.0,388.0,124984.0,0.0,18247.0,731143.0,South,Coal
WV,2006,958880.0,550.0,126316.0,0.0,17677.0,754206.0,South,Coal
WV,2007,983259.0,778.0,124555.0,0.0,17881.0,784759.0,South,Coal
WV,2008,955628.0,4261.0,119617.0,0.0,23203.0,770619.0,South,Coal
WV,2009,742922.0,5772.0,118643.0,0.0,35932.0,697144.0,South,Coal
WV,2010,848129.0,6174.0,121780.0,0.0,37740.0,743395.0,South,Coal
WV,2011,822645.0,6099.0,124935.0,0.0,37949.0,729519.0,South,Coal
WV,2012,756716.0,6326.0,140133.0,0.0,35379.0,721739.0,South,Coal
WV,2013,771188.0,6262.0,152880.0,0.0,42253.0,740591.0,South,Coal
WV,2014,816460.0,6323.0,180222.0,0.0,40889.0,771980.0,South,Coal
WV,2015,730949.0,6161.0,191059.0,0.0,28924.0,758971.0,South,Coal
WV,2016,751957.0,6448.0,188491.0,0.0,30604.0,752461.0,South,Coal
WV,2017,710445.0,6429.0,199298.0,0.0,30601.0,742075.0,South,Coal
WV,2018,661760.0,6936.0,221402.0,0.0,33833.0,818371.0,South,Coal
WV,2019,621722.0,6854.0,239854.0,0.0,31899.0,817732.0,South,Coal
WV,2020,539707.0,5786.0,264267.0,0.0,26009.0,786352.0,South,Coal
WV,2021,633582.0,6608.0,277002.0,0.0,26427.0,835873.0,South,Coal
WV,2022,536642.0,6425.0,281657.0,0.0,28391.0,829676.0,South,Coal
WV,2023,472309.0,6833.0,309019.0,0.0,28370.0,832806.0,South,Coal
WY,1997,468350.0,11.0,107907.0,0.0,6890.0,411936.0,West,Coal
WY,1998,516261.0,0.0,116505.0,0.0,6611.0,418381.0,West,Coal
WY,1999,496169.0,0.0,101660.0,0.0,6108.0,422871.0,West,Coal
WY,2000,506147.0,0.0,105975.0,0.0,6478.0,425392.0,West,Coal
WY,2001,499817.0,0.0,103990.0,0.0,6046.0,435687.0,West,Coal
WY,2002,480360.0,0.0,117387.0,0.0,5308.0,436429.0,West,Coal
WY,2003,493897.0,0.0,120433.0,0.0,5193.0,459188.0,West,Coal
WY,2004,500526.0,0.0,111878.0,0.0,6049.0,448135.0,West,Coal
WY,2005,490940.0,552.0,112863.0,0.0,9238.0,453595.0,West,Coal
WY,2006,489325.0,555.0,112929.0,0.0,9136.0,474497.0,West,Coal
WY,2007,494955.0,981.0,145985.0,0.0,9342.0,520180.0,West,Coal
WY,2008,500109.0,1228.0,147129.0,0.0,10883.0,533990.0,West,Coal
WY,2009,473912.0,1494.0,147220.0,0.0,14755.0,516461.0,West,Coal
WY,2010,484239.0,1738.0,154759.0,0.0,18850.0,530410.0,West,Coal
WY,2011,467671.0,2198.0,161776.0,0.0,24985.0,543253.0,West,Coal
WY,2012,490128.0,2421.0,158546.0,0.0,23297.0,539195.0,West,Coal
WY,2013,520699.0,2562.0,156110.0,0.0,23248.0,529026.0,West,Coal
WY,2014,489300.0,2418.0,142268.0,0.0,23776.0,524393.0,West,Coal
WY,2015,487177.0,3019.0,126421.0,0.0,24975.0,496831.0,West,Coal
WY,2016,457315.0,3175.0,132478.0,0.0,27129.0,492957.0,West,Coal
WY,2017,458496.0,3032.0,158370.0,0.0,27704.0,522657.0,West,Coal
WY,2018,455748.0,2853.0,175639.0,0.0,26135.0,546375.0,West,Coal
WY,2019,410221.0,2875.0,172235.0,0.0,27656.0,534214.0,West,Coal
WY,2020,388253.0,2708.0,168444.0,0.0,28935.0,483752.0,West,Coal
WY,2021,376971.0,2732.0,161580.0,0.0,37734.0,481123.0,West,Coal
WY,2022,390303.0,2473.0,172450.0,0.0,42079.0,494020.0,West,Coal
WY,2023,366098.0,2431.0,181395.0,0.0,38474.0,499766.0,West,Coal
