State,Year,Coal_Consumption,CO2_Emissions,NatGas_Consumption,Nuclear_Consumption,Renewable_Consumption,Total_Energy_Consumption,Region,Dominant_Energy_Source
HI,2014,17241.0,3291.0,2796.0,0.0,18386.0,285390.0,West,Renewables
HI,2015,15632.0,3983.0,2871.0,0.0,19137.0,288390.0,West,Renewables
HI,2016,16431.0,4000.0,2982.0,0.0,21032.0,289064.0,West,Renewables
HI,2017,14948.0,4039.0,3027.0,0.0,19116.0,295483.0,West,Renewables
HI,2018,14367.0,3941.0,3158.0,0.0,18927.0,294240.0,West,Renewables
HI,2019,14179.0,4033.0,3121.0,0.0,18371.0,296556.0,West,Renewables
HI,2020,13281.0,3173.0,2298.0,0.0,18381.0,219357.0,West,Renewables
HI,2021,12566.0,3624.0,2555.0,0.0,20134.0,255846.0,West,Renewables
HI,2022,7680.0,3666.0,2745.0,0.0,20471.0,270303.0,West,Renewables
HI,2023,0.0,3720.0,2739.0,0.0,21046.0,272874.0,West,Renewables
IA,1997,391698.0,4891.0,256790.0,43541.0,74583.0,1129820.0,Midwest,Coal
IA,1998,424859.0,6048.0,234619.0,39525.0,72818.0,1141438.0,Midwest,Coal
IA,1999,432009.0,6548.0,235085.0,38041.0,75731.0,1188691.0,Midwest,Coal
IA,2000,445888.0,7690.0,233736.0,46439.0,71239.0,1186019.0,Midwest,Coal
IA,2001,443921.0,8080.0,225233.0,40234.0,67480.0,1157637.0,Midwest,Coal
IA,2002,441534.0,8291.0,227137.0,47761.0,72597.0,1183045.0,Midwest,Coal
IA,2003,444587.0,8862.0,230851.0,41559.0,81767.0,1179269.0,Midwest,Coal
IA,2004,443221.0,9368.0,227500.0,51399.0,98090.0,1232893.0,Midwest,Coal
IA,2005,429777.0,2920.0,242788.0,47362.0,107697.0,1259846.0,Midwest,Coal
IA,2006,435187.0,2654.0,241316.0,53171.0,121844.0,1281045.0,Midwest,Coal
IA,2007,465167.0,4577.0,296207.0,47398.0,152784.0,1354377.0,Midwest,Coal
IA,2008,485218.0,8171.0,329030.0,55210.0,181598.0,1412115.0,Midwest,Coal
IA,2009,444574.0,7946.0,317392.0,48937.0,236140.0,1398438.0,Midwest,Coal
IA,2010,493794.0,13455.0,312941.0,46518.0,270864.0,1441943.0,Midwest,Coal
IA,2011,463138.0,14124.0,309672.0,54572.0,280133.0,1441350.0,Midwest,Coal
IA,2012,422595.0,13125.0,299315.0,45552.0,280227.0,1358008.0,Midwest,Coal
IA,2013,402402.0,12901.0,335598.0,55597.0,289684.0,1430460.0,Midwest,Coal
IA,2014,401151.0,14200.0,342558.0,43431.0,301848.0,1444090.0,Midwest,Coal
IA,2015,348293.0,15764.0,334666.0,54836.0,318378.0,1404875.0,Midwest,Coal
IA,2016,298006.0,16262.0,348578.0,49185.0,330156.0,1413694.0,Midwest,Natural Gas
IA,2017,300287.0,15036.0,413033.0,54528.0,342722.0,1450807.0,Midwest,Natural Gas
IA,2018,325673.0,14774.0,470207.0,51181.0,351235.0,1520994.0,Midwest,Natural Gas
IA,2019,266368.0,14879.0,466949.0,54671.0,369139.0,1503136.0,Midwest,Natural Gas
IA,2020,183017.0,13098.0,431051.0,30344.0,366009.0,1349801.0,Midwest,Natural Gas
IA,2021,264419.0,14689.0,417775.0,0.0,389787.0,1385940.0,Midwest,Natural Gas
IA,2022,227866.0,15636.0,468085.0,0.0,421784.0,1426881.0,Midwest,Natural Gas
IA,2023,201276.0,14726.0,472867.0,0.0,414801.0,1405284.0,Midwest,Natural Gas
ID,1997,6410.0,0.0,70801.0,0.0,79204.0,395691.0,West,Renewables
ID,1998,8783.0,0.0,71912.0,0.0,72052.0,415600.0,West,Renewables
ID,1999,7976.0,0.0,73361.0,0.0,75416.0,434818.0,West,Renewables
ID,2000,13732.0,0.0,74518.0,0.0,66584.0,466227.0,West,Natural Gas
ID,2001,11395.0,0.0,81804.0,0.0,54613.0,449829.0,West,Natural Gas
ID,2002,10194.0,0.0,73482.0,0.0,53899.0,432653.0,West,Natural Gas
ID,2003,10219.0,0.0,71754.0,0.0,52787.0,410104.0,West,Natural Gas
ID,2004,12336.0,0.0,78273.0,0.0,56199.0,442107.0,West,Natural Gas
ID,2005,11286.0,1170.0,78118.0,0.0,65999.0,452949.0,West,Natural Gas
ID,2006,8212.0,1128.0,79041.0,0.0,73412.0,447801.0,West,Natural Gas
ID,2007,10261.0,1876.0,83904.0,0.0,67904.0,475593.0,West,Natural Gas
ID,2008,8604.0,2309.0,90550.0,0.0,70653.0,468048.0,West,Natural Gas
ID,2009,8443.0,2739.0,87072.0,0.0,67560.0,428088.0,West,Natural Gas
ID,2010,8527.0,3355.0,85075.0,0.0,70911.0,455512.0,West,Natural Gas
ID,2011,7846.0,4208.0,83947.0,0.0,84605.0,421540.0,West,Renewables
ID,2012,5186.0,4681.0,90339.0,0.0,77803.0,427551.0,West,Natural Gas
ID,2013,7965.0,4986.0,107089.0,0.0,73262.0,455268.0,West,Natural Gas
ID,2014,7472.0,4958.0,93610.0,0.0,83266.0,444839.0,West,Natural Gas
ID,2015,4249.0,6254.0,107871.0,0.0,88708.0,467796.0,West,Natural Gas
ID,2016,2432.0,6743.0,110344.0,0.0,84813.0,463480.0,West,Natural Gas
ID,2017,2615.0,6915.0,115899.0,0.0,94432.0,468777.0,West,Natural Gas
ID,2018,2823.0,6512.0,115833.0,0.0,98338.0,467171.0,West,Natural Gas
ID,2019,2364.0,6968.0,133257.0,0.0,96734.0,485120.0,West,Natural Gas
ID,2020,2663.0,6779.0,129363.0,0.0,79773.0,462867.0,West,Natural Gas
ID,2021,3051.0,6832.0,135176.0,0.0,74428.0,490373.0,West,Natural Gas
ID,2022,1881.0,6336.0,141924.0,0.0,78406.0,512667.0,West,Natural Gas
ID,2023,1144.0,6351.0,154785.0,0.0,77128.0,505344.0,West,Natural Gas
IL,1997,974920.0,15823.0,1099809.0,535916.0,90517.0,3937179.0,Midwest,Natural Gas
IL,1998,949046.0,18747.0,978337.0,583254.0,90544.0,3852291.0,Midwest,Natural Gas
IL,1999,958832.0,19908.0,1026415.0,854224.0,92867.0,4023131.0,Midwest,Natural Gas
IL,2000,1016555.0,23956.0,1053319.0,932749.0,96707.0,4028341.0,Midwest,Natural Gas
IL,2001,983729.0,27326.0,970648.0,964500.0,99838.0,3904632.0,Midwest,Coal
IL,2002,986832.0,25249.0,1063528.0,948761.0,110651.0,3919273.0,Midwest,Natural Gas
IL,2003,1010087.0,32688.0,1013464.0,987308.0,125968.0,3944694.0,Midwest,Natural Gas
IL,2004,1069538.0,33812.0,966552.0,959869.0,124957.0,3992115.0,Midwest,Coal
IL,2005,1047532.0,30310.0,984187.0,973293.0,107676.0,4138872.0,Midwest,Coal
IL,2006,1045398.0,29968.0,908302.0,982498.0,105735.0,3988635.0,Midwest,Coal
IL,2007,1091382.0,34023.0,980075.0,1004100.0,124354.0,4075892.0,Midwest,Coal
IL,2008,1103163.0,41659.0,1014508.0,994526.0,143612.0,4070403.0,Midwest,Coal
IL,2009,1014972.0,38842.0,968495.0,998562.0,166255.0,3841146.0,Midwest,Coal
IL,2010,1069037.0,40418.0,974412.0,1005374.0,186339.0,3957104.0,Midwest,Coal
IL,2011,1052224.0,38628.0,997722.0,1002694.0,190559.0,3934122.0,Midwest,Coal
IL,2012,969294.0,38395.0,950711.0,1010189.0,191114.0,3803647.0,Midwest,Nuclear
IL,2013,1026925.0,39393.0,1073734.0,1014926.0,205035.0,3962061.0,Midwest,Natural Gas
IL,2014,1017855.0,39462.0,1119089.0,1023496.0,211286.0,4038082.0,Midwest,Natural Gas
IL,2015,850430.0,39420.0,1022360.0,1017377.0,201990.0,3870603.0,Midwest,Natural Gas
IL,2016,702467.0,40329.0,1055935.0,1031331.0,209408.0,3874872.0,Midwest,Natural Gas
IL,2017,685000.0,40422.0,1047287.0,1016522.0,210459.0,3832517.0,Midwest,Natural Gas
IL,2018,704574.0,39758.0,1140741.0,1025651.0,204322.0,3961761.0,Midwest,Natural Gas
IL,2019,591909.0,39229.0,1191999.0,1030996.0,208688.0,3887683.0,Midwest,Natural Gas
IL,2020,391150.0,32956.0,1171472.0,1047170.0,207643.0,3549235.0,Midwest,Natural Gas
IL,2021,522809.0,35950.0,1101595.0,1011555.0,224106.0,3636248.0,Midwest,Natural Gas
IL,2022,496983.0,35779.0,1147825.0,1032989.0,248541.0,3676428.0,Midwest,Natural Gas
IL,2023,342683.0,36034.0,1111209.0,1019691.0,245703.0,3486989.0,Midwest,Natural Gas
IN,1997,1423469.0,5268.0,562765.0,0.0,43216.0,2679932.0,Midwest,Coal
IN,1998,1447976.0,5018.0,530637.0,0.0,41269.0,2670088.0,Midwest,Coal
IN,1999,1477167.0,8799.0,566981.0,0.0,44825.0,2780767.0,Midwest,Coal
IN,2000,1595037.0,9822.0,584850.0,0.0,44680.0,2863912.0,Midwest,Coal
IN,2001,1569235.0,9146.0,513752.0,0.0,49201.0,2767007.0,Midwest,Coal
IN,2002,1547530.0,10392.0,543346.0,0.0,52541.0,2853599.0,Midwest,Coal
IN,2003,1570700.0,11133.0,572890.0,0.0,54636.0,2934671.0,Midwest,Coal
IN,2004,1614210.0,11256.0,531441.0,0.0,55136.0,2927611.0,Midwest,Coal
IN,2005,1594399.0,12689.0,540671.0,0.0,60877.0,2921512.0,Midwest,Coal
IN,2006,1587100.0,13423.0,504740.0,0.0,52230.0,2856693.0,Midwest,Coal
IN,2007,1572084.0,16420.0,547583.0,0.0,64448.0,2955502.0,Midwest,Coal
IN,2008,1558078.0,22107.0,558591.0,0.0,94753.0,2912828.0,Midwest,Coal
IN,2009,1365413.0,24358.0,514548.0,0.0,106357.0,2700448.0,Midwest,Coal
IN,2010,1449371.0,23974.0,580752.0,0.0,126618.0,2831825.0,Midwest,Coal
IN,2011,1333442.0,23833.0,638237.0,0.0,132120.0,2801444.0,Midwest,Coal
IN,2012,1193465.0,24679.0,657719.0,0.0,121989.0,2714667.0,Midwest,Coal
IN,2013,1198611.0,25859.0,682842.0,0.0,133882.0,2839736.0,Midwest,Coal
IN,2014,1221492.0,25466.0,726972.0,0.0,138401.0,2881921.0,Midwest,Coal
IN,2015,1007472.0,24867.0,738130.0,0.0,143592.0,2786382.0,Midwest,Coal
IN,2016,948386.0,25197.0,782939.0,0.0,151702.0,2733573.0,Midwest,Coal
IN,2017,929271.0,25479.0,751432.0,0.0,151217.0,2630940.0,Midwest,Coal
IN,2018,985668.0,24675.0,894163.0,0.0,155711.0,2769007.0,Midwest,Coal
IN,2019,821545.0,24629.0,937388.0,0.0,149685.0,2732665.0,Midwest,Natural Gas
IN,2020,669310.0,23252.0,876573.0,0.0,139422.0,2502122.0,Midwest,Natural Gas
IN,2021,753557.0,25582.0,872610.0,0.0,157324.0,2649708.0,Midwest,Natural Gas
IN,2022,719238.0,25255.0,916631.0,0.0,170986.0,2622566.0,Midwest,Natural Gas
IN,2023,613533.0,25576.0,925027.0,0.0,172891.0,2555897.0,Midwest,Natural Gas
KS,1997,310907.0,236.0,338569.0,88469.0,10255.0,1101084.0,Midwest,Natural Gas
KS,1998,309382.0,290.0,325041.0,109219.0,9818.0,1088778.0,Midwest,Natural Gas
KS,1999,329308.0,485.0,302023.0,95687.0,10058.0,1108236.0,Midwest,Coal
KS,2000,362797.0,214.0,314868.0,94495.0,9816.0,1116017.0,Midwest,Coal
KS,2001,354647.0,202.0,273862.0,108050.0,10471.0,1063512.0,Midwest,Coal
KS,2002,391664.0,2444.0,307432.0,94413.0,16310.0,1096710.0,Midwest,Coal
KS,2003,389464.0,3465.0,284722.0,92648.0,19369.0,1137937.0,Midwest,Coal
KS,2004,385498.0,347.0,260117.0,105664.0,17104.0,1119126.0,Midwest,Coal
KS,2005,379823.0,2591.0,258695.0,92055.0,20056.0,1064258.0,Midwest,Coal
KS,2006,364212.0,2611.0,269274.0,97570.0,21760.0,1089261.0,Midwest,Coal
KS,2007,396333.0,5022.0,291695.0,108762.0,28456.0,1150829.0,Midwest,Coal
KS,2008,371804.0,9113.0,292523.0,88812.0,46651.0,1108904.0,Midwest,Coal
KS,2009,356079.0,8764.0,292425.0,91710.0,48231.0,1072050.0,Midwest,Coal
KS,2010,359908.0,8729.0,280413.0,99876.0,53424.0,1090138.0,Midwest,Coal
KS,2011,346521.0,8801.0,285318.0,76585.0,57429.0,1074483.0,Midwest,Coal
KS,2012,307585.0,8309.0,268086.0,86818.0,57859.0,1036924.0,Midwest,Coal
KS,2013,326817.0,8486.0,288274.0,74902.0,74687.0,1045632.0,Midwest,Coal
KS,2014,316572.0,9338.0,291483.0,89512.0,85170.0,1076152.0,Midwest,Coal
KS,2015,273416.0,10227.0,280421.0,90254.0,84689.0,1041248.0,Midwest,Natural Gas
KS,2016,253121.0,10724.0,276404.0,86245.0,96476.0,1018002.0,Midwest,Natural Gas
KS,2017,216747.0,10380.0,279097.0,111367.0,111662.0,985787.0,Midwest,Natural Gas
KS,2018,227665.0,10137.0,321809.0,95854.0,114768.0,1044236.0,Midwest,Natural Gas
KS,2019,197779.0,10795.0,319950.0,96565.0,122904.0,1031443.0,Midwest,Natural Gas
KS,2020,193779.0,9900.0,301035.0,110545.0,129820.0,970610.0,Midwest,Natural Gas
KS,2021,219031.0,10109.0,291797.0,89426.0,135551.0,968269.0,Midwest,Natural Gas
KS,2022,226712.0,9782.0,319515.0,93844.0,151788.0,1002713.0,Midwest,Natural Gas
KS,2023,184614.0,10384.0,311139.0,107675.0,140268.0,973356.0,Midwest,Natural Gas
KY,1997,977760.0,553.0,239332.0,0.0,25533.0,1746301.0,South,Coal
KY,1998,958990.0,327.0,212108.0,0.0,22665.0,1705476.0,South,Coal
KY,1999,987592.0,305.0,225393.0,0.0,21088.0,1798735.0,South,Coal
KY,2000,997621.0,234.0,234181.0,0.0,20504.0,1787820.0,South,Coal
KY,2001,1013055.0,335.0,216707.0,0.0,26846.0,1807989.0,South,Coal
KY,2002,950941.0,2187.0,236125.0,0.0,37852.0,1959802.0,South,Coal
KY,2003,943652.0,4880.0,231486.0,0.0,43994.0,1895859.0,South,Coal
KY,2004,961759.0,4262.0,233361.0,0.0,46200.0,1971977.0,South,Coal
KY,2005,986263.0,9532.0,240869.0,0.0,55141.0,1997945.0,South,Coal
KY,2006,1023263.0,9868.0,217169.0,0.0,52969.0,1992266.0,South,Coal
KY,2007,1020709.0,11932.0,236003.0,0.0,54715.0,2031787.0,South,Coal
KY,2008,1024816.0,15290.0,233180.0,0.0,58866.0,1993954.0,South,Coal
KY,2009,937106.0,16847.0,214279.0,0.0,63701.0,1906534.0,South,Coal
KY,2010,1009823.0,17217.0,239062.0,0.0,67917.0,1984909.0,South,Coal
KY,2011,1010623.0,17137.0,229056.0,0.0,70949.0,1915801.0,South,Coal
KY,2012,909705.0,17746.0,232702.0,0.0,65400.0,1881539.0,South,Coal
KY,2013,914774.0,18076.0,235733.0,0.0,75844.0,1820409.0,South,Coal
KY,2014,913452.0,17700.0,262332.0,0.0,77063.0,1761788.0,South,Coal
KY,2015,796484.0,17365.0,276919.0,0.0,69302.0,1710943.0,South,Coal
KY,2016,736584.0,17810.0,280002.0,0.0,71524.0,1684010.0,South,Coal
KY,2017,639356.0,17983.0,296726.0,0.0,77592.0,1631641.0,South,Coal
KY,2018,655909.0,17826.0,356790.0,0.0,78493.0,1716399.0,South,Coal
KY,2019,574502.0,18045.0,361198.0,0.0,78258.0,1683555.0,South,Coal
KY,2020,482266.0,16626.0,344943.0,0.0,69134.0,1542617.0,South,Coal
KY,2021,548443.0,18000.0,366026.0,0.0,71744.0,1646871.0,South,Coal
KY,2022,523276.0,18051.0,402661.0,0.0,77517.0,1671827.0,South,Coal
KY,2023,481815.0,18526.0,370155.0,0.0,72603.0,1611130.0,South,Coal
LA,1997,226065.0,65.0,1857072.0,141785.0,142648.0,4319442.0,South,Natural Gas
LA,1998,225283.0,56.0,1679040.0,172341.0,140327.0,4040905.0,South,Natural Gas
LA,1999,227687.0,136.0,1558295.0,137016.0,142980.0,4021156.0,South,Natural Gas
LA,2000,253263.0,23.0,1625863.0,164734.0,138738.0,4327069.0,South,Natural Gas
LA,2001,239990.0,0.0,1347228.0,181041.0,131058.0,3818697.0,South,Natural Gas
LA,2002,232109.0,3115.0,1475464.0,180702.0,138090.0,3952583.0,South,Natural Gas
LA,2003,247978.0,3967.0,1353179.0,168069.0,146641.0,3804200.0,South,Natural Gas
LA,2004,256716.0,4020.0,1393140.0,178110.0,182508.0,4005138.0,South,Natural Gas
LA,2005,253518.0,167.0,1367497.0,163598.0,146488.0,3849720.0,South,Natural Gas
LA,2006,265214.0,155.0,1346690.0,174634.0,145995.0,4021734.0,South,Natural Gas
LA,2007,249800.0,490.0,1430621.0,179127.0,146531.0,4275672.0,South,Natural Gas
LA,2008,262470.0,4121.0,1369823.0,160658.0,107782.0,4215291.0,South,Natural Gas
LA,2009,252519.0,10877.0,1315265.0,175524.0,111298.0,4021054.0,South,Natural Gas
LA,2010,259750.0,20191.0,1483203.0,194818.0,127337.0,4111598.0,South,Natural Gas
LA,2011,269993.0,19531.0,1536148.0,173859.0,128235.0,4124451.0,South,Natural Gas
LA,2012,238811.0,18379.0,1586437.0,164092.0,125780.0,3995750.0,South,Natural Gas
LA,2013,228055.0,19574.0,1505540.0,177156.0,143622.0,3904336.0,South,Natural Gas
LA,2014,209973.0,19428.0,1547707.0,181059.0,165771.0,3922318.0,South,Natural Gas
LA,2015,174221.0,20276.0,1594697.0,160015.0,150561.0,3896246.0,South,Natural Gas
LA,2016,140513.0,19485.0,1718753.0,179391.0,167421.0,4011551.0,South,Natural Gas
LA,2017,142267.0,18913.0,1716392.0,161171.0,154436.0,4180645.0,South,Natural Gas
LA,2018,137818.0,17771.0,1865382.0,179330.0,150850.0,4219960.0,South,Natural Gas
LA,2019,90701.0,17428.0,1963929.0,145993.0,139777.0,4257243.0,South,Natural Gas
LA,2020,48718.0,14853.0,1921961.0,177055.0,135467.0,4178183.0,South,Natural Gas
LA,2021,95856.0,17343.0,1862349.0,179886.0,135905.0,4257173.0,South,Natural Gas
LA,2022,96914.0,18370.0,2087166.0,168889.0,138209.0,4272592.0,South,Natural Gas
LA,2023,58224.0,18230.0,2100944.0,127634.0,138982.0,4166787.0,South,Natural Gas
MA,1997,122896.0,0.0,411555.0,45234.0,65292.0,1443663.0,Northeast,Natural Gas
MA,1998,109862.0,0.0,367109.0,59782.0,59419.0,1418374.0,Northeast,Natural Gas
MA,1999,113610.0,0.0,361351.0,47218.0,58519.0,1436226.0,Northeast,Natural Gas
MA,2000,114658.0,0.0,357743.0,57487.0,62221.0,1523680.0,Northeast,Natural Gas
MA,2001,109014.0,0.0,364114.0,53719.0,43138.0,1507350.0,Northeast,Natural Gas
MA,2002,118358.0,73.0,404597.0,60237.0,40887.0,1518565.0,Northeast,Natural Gas
MA,2003,109373.0,73.0,415303.0,51880.0,43196.0,1486093.0,Northeast,Natural Gas
MA,2004,105075.0,695.0,383708.0,61928.0,45190.0,1485410.0,Northeast,Natural Gas
MA,2005,119333.0,6105.0,386385.0,57138.0,40131.0,1491401.0,Northeast,Natural Gas
MA,2006,112173.0,16508.0,378078.0,60832.0,52538.0,1417140.0,Northeast,Natural Gas
MA,2007,120168.0,21172.0,418922.0,53701.0,54678.0,1447013.0,Northeast,Natural Gas
MA,2008,106897.0,17649.0,415260.0,61339.0,53250.0,1421299.0,Northeast,Natural Gas
MA,2009,92056.0,19550.0,408519.0,56437.0,61522.0,1360232.0,Northeast,Natural Gas
MA,2010,83850.0,24501.0,447429.0,61853.0,68744.0,1417330.0,Northeast,Natural Gas
MA,2011,42963.0,23655.0,464018.0,53212.0,69777.0,1389041.0,Northeast,Natural Gas
MA,2012,24036.0,22972.0,430921.0,61402.0,66453.0,1349790.0,Northeast,Natural Gas
MA,2013,42208.0,23343.0,435314.0,45251.0,72745.0,1414648.0,Northeast,Natural Gas
MA,2014,29871.0,23163.0,432634.0,60340.0,74511.0,1420461.0,Northeast,Natural Gas
MA,2015,24177.0,23991.0,457217.0,52236.0,74530.0,1436590.0,Northeast,Natural Gas
MA,2016,20115.0,24116.0,440784.0,56628.0,76017.0,1388509.0,Northeast,Natural Gas
MA,2017,12407.0,23864.0,462463.0,52788.0,73642.0,1386997.0,Northeast,Natural Gas
MA,2018,101.0,23891.0,452172.0,46437.0,75874.0,1415642.0,Northeast,Natural Gas
MA,2019,71.0,23884.0,442830.0,22734.0,75036.0,1414088.0,Northeast,Natural Gas
MA,2020,0.0,19238.0,400685.0,0.0,71436.0,1218298.0,Northeast,Natural Gas
MA,2021,0.0,21677.0,404316.0,0.0,75370.0,1281157.0,Northeast,Natural Gas
MA,2022,0.0,21778.0,432461.0,0.0,80700.0,1323388.0,Northeast,Natural Gas
MA,2023,0.0,21996.0,386963.0,0.0,81559.0,1282732.0,Northeast,Natural Gas
MD,1997,289686.0,255.0,219192.0,138657.0,42372.0,1360692.0,South,Coal
MD,1998,303896.0,210.0,195540.0,139851.0,40856.0,1367319.0,South,Coal
MD,1999,305186.0,214.0,203040.0,139114.0,41184.0,1407012.0,South,Coal
MD,2000,312162.0,238.0,219360.0,144204.0,42360.0,1443517.0,South,Coal
MD,2001,318851.0,25.0,184976.0,142612.0,25097.0,1438122.0,South,Coal
MD,2002,325834.0,3054.0,203538.0,126641.0,29913.0,1514196.0,South,Coal
MD,2003,329590.0,20.0,204511.0,142685.0,36406.0,1560860.0,South,Coal
MD,2004,327239.0,24.0,201929.0,152043.0,36931.0,1544267.0,South,Coal
MD,2005,329304.0,4885.0,212230.0,153443.0,37447.0,1576776.0,South,Coal
MD,2006,324657.0,13724.0,189221.0,144320.0,46032.0,1460946.0,South,Coal
MD,2007,327979.0,17167.0,208693.0,150551.0,47863.0,1486507.0,South,Coal
MD,2008,309294.0,15376.0,202931.0,153422.0,47797.0,1443383.0,South,Coal
MD,2009,266860.0,18114.0,203780.0,152180.0,55017.0,1431461.0,South,Coal
MD,2010,266067.0,23171.0,217744.0,146265.0,61545.0,1462765.0,South,Coal
MD,2011,241190.0,22330.0,199223.0,150655.0,63326.0,1395912.0,South,Coal
MD,2012,192334.0,22306.0,216678.0,142297.0,59562.0,1358065.0,South,Natural Gas
MD,2013,183191.0,23724.0,206238.0,149048.0,65478.0,1379305.0,South,Natural Gas
MD,2014,201220.0,23067.0,218079.0,150017.0,64310.0,1390976.0,South,Natural Gas
MD,2015,165994.0,24135.0,226832.0,153140.0,58890.0,1388315.0,South,Natural Gas
MD,2016,162931.0,23239.0,230194.0,154377.0,59011.0,1346428.0,South,Natural Gas
MD,2017,106973.0,23158.0,233358.0,158004.0,60690.0,1297833.0,South,Natural Gas
MD,2018,124191.0,23016.0,313264.0,156699.0,64791.0,1342823.0,South,Natural Gas
MD,2019,77301.0,23299.0,311737.0,156765.0,57955.0,1311993.0,South,Natural Gas
MD,2020,49692.0,18646.0,294157.0,157531.0,48564.0,1164157.0,South,Natural Gas
MD,2021,69186.0,21395.0,299442.0,156369.0,52732.0,1220595.0,South,Natural Gas
MD,2022,61932.0,19873.0,310551.0,154742.0,51255.0,1207626.0,South,Natural Gas
MD,2023,30349.0,21652.0,304876.0,156610.0,53711.0,1182581.0,South,Natural Gas
ME,1997,8966.0,0.0,6501.0,0.0,137018.0,418836.0,Northeast,Renewables
ME,1998,7294.0,0.0,5813.0,0.0,126027.0,395645.0,Northeast,Renewables
ME,1999,6864.0,0.0,6690.0,0.0,133593.0,408243.0,Northeast,Renewables
ME,2000,9980.0,0.0,48047.0,0.0,138647.0,443007.0,Northeast,Renewables
ME,2001,7875.0,0.0,101190.0,0.0,127845.0,412740.0,Northeast,Renewables
ME,2002,8000.0,0.0,126280.0,0.0,121681.0,418306.0,Northeast,Natural Gas
ME,2003,7481.0,0.0,73523.0,0.0,111054.0,414953.0,Northeast,Renewables
ME,2004,7336.0,0.0,89581.0,0.0,114130.0,428475.0,Northeast,Renewables
ME,2005,7059.0,381.0,64818.0,0.0,133157.0,429464.0,Northeast,Renewables
ME,2006,6618.0,562.0,67557.0,0.0,125205.0,407733.0,Northeast,Renewables
ME,2007,6583.0,803.0,67227.0,0.0,131781.0,429579.0,Northeast,Renewables
ME,2008,5908.0,4111.0,74494.0,0.0,157289.0,429493.0,Northeast,Renewables
ME,2009,1652.0,5229.0,73569.0,0.0,124976.0,389563.0,Northeast,Renewables
ME,2010,2279.0,4871.0,80988.0,0.0,136657.0,395546.0,Northeast,Renewables
ME,2011,1542.0,5000.0,75061.0,0.0,137486.0,393616.0,Northeast,Renewables
ME,2012,1299.0,5114.0,70451.0,0.0,134696.0,375922.0,Northeast,Renewables
ME,2013,1657.0,5869.0,65886.0,0.0,140106.0,390870.0,Northeast,Renewables
ME,2014,2142.0,5985.0,62423.0,0.0,135221.0,389665.0,Northeast,Renewables
ME,2015,2588.0,6254.0,54203.0,0.0,140477.0,399556.0,Northeast,Renewables
ME,2016,2194.0,6592.0,54509.0,0.0,121928.0,368409.0,Northeast,Renewables
ME,2017,2168.0,5499.0,45125.0,0.0,121133.0,355026.0,Northeast,Renewables
ME,2018,2113.0,5496.0,48370.0,0.0,122829.0,356505.0,Northeast,Renewables
ME,2019,2160.0,5507.0,46301.0,0.0,120891.0,350692.0,Northeast,Renewables
ME,2020,1657.0,5032.0,47028.0,0.0,98142.0,323501.0,Northeast,Renewables
ME,2021,1588.0,5644.0,57233.0,0.0,95141.0,332964.0,Northeast,Renewables
ME,2022,1269.0,5315.0,62559.0,0.0,93867.0,327804.0,Northeast,Renewables
ME,2023,1295.0,5883.0,61045.0,0.0,89444.0,328596.0,Northeast,Renewables
MI,1997,781123.0,2269.0,1010167.0,229964.0,104363.0,3094258.0,Midwest,Natural Gas
MI,1998,826852.0,2929.0,893988.0,131076.0,99402.0,3043942.0,Midwest,Natural Gas
MI,1999,832638.0,3315.0,968282.0,152473.0,101323.0,3209383.0,Midwest,Natural Gas
MI,2000,799800.0,7862.0,984345.0,196925.0,108675.0,3211610.0,Midwest,Natural Gas
MI,2001,789703.0,4836.0,928651.0,278941.0,88207.0,3092545.0,Midwest,Natural Gas
MI,2002,739866.0,10240.0,984715.0,324615.0,88202.0,3148731.0,Midwest,Natural Gas
MI,2003,747940.0,12854.0,950714.0,291332.0,103305.0,3187033.0,Midwest,Natural Gas
MI,2004,773825.0,13312.0,938628.0,318700.0,107956.0,3152951.0,Midwest,Natural Gas
MI,2005,799463.0,17658.0,927535.0,343048.0,121209.0,3203878.0,Midwest,Natural Gas
MI,2006,773595.0,18583.0,816993.0,303305.0,119949.0,3032895.0,Midwest,Natural Gas
MI,2007,801178.0,22795.0,814887.0,330581.0,132229.0,3013504.0,Midwest,Natural Gas
MI,2008,799969.0,31248.0,797534.0,329075.0,148532.0,2905605.0,Midwest,Coal
MI,2009,735907.0,35327.0,750783.0,228540.0,138933.0,2679168.0,Midwest,Natural Gas
MI,2010,749285.0,33841.0,758696.0,309636.0,149827.0,2774343.0,Midwest,Natural Gas
MI,2011,691150.0,34636.0,787337.0,344155.0,164573.0,2810874.0,Midwest,Natural Gas
MI,2012,621633.0,36863.0,804084.0,293619.0,164813.0,2703263.0,Midwest,Natural Gas
MI,2013,658172.0,38985.0,831741.0,302194.0,182543.0,2843130.0,Midwest,Natural Gas
MI,2014,618479.0,38311.0,878128.0,326800.0,187538.0,2880439.0,Midwest,Natural Gas
MI,2015,617280.0,36484.0,871834.0,306773.0,201650.0,2792943.0,Midwest,Natural Gas
MI,2016,471236.0,37285.0,926828.0,329999.0,197316.0,2771665.0,Midwest,Natural Gas
MI,2017,499439.0,37485.0,908197.0,338675.0,197415.0,2760178.0,Midwest,Natural Gas
MI,2018,506105.0,37175.0,1010919.0,318655.0,205713.0,2873868.0,Midwest,Natural Gas
